Location,Site,Date,Year,Time,Depth,Transect,Width,Family,Functional_Group,Species,Scientific_name,Length,Number,a,b,Biomass_g,Biomass_kg
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,1,5,Acanthuridae,Grazer,zeb.scop,Zebrasoma scopas,12,4,0.0291,2.993,49.41769201,0.197670768
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,1,5,Acanthuridae,Grazer,zeb.scop,Zebrasoma scopas,13,4,0.0291,2.993,62.79505461,0.251180218
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,1,5,Acanthuridae,Grazer,aca.line,Acanthurus lineatus,25,1,0.028,2.983,414.2028447,0.414202845
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,1,5,Balistidae,Grazer,blp.undu,Balistapus undulatus,20,1,0.0374,2.919,234.7351675,0.234735168
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,1,5,Balistidae,Grazer,blp.undu,Balistapus undulatus,18,1,0.0374,2.919,172.5885757,0.172588576
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Lutjanidae,Piscivore,lut.boha,Lutjanus bohar,25,1,0.0156,3.059,294.7291454,0.294729145
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Serranidae,Piscivore,cep.urod,Cephalopholis urodeta,20,1,0.0282,2.818,130.7831026,0.130783103
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Serranidae,Piscivore,cep.argu,Cephalopholis argus,28,1,0.0093,3.181,373.1579051,0.373157905
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Balistidae,Grazer,mel.nige,Melichthys niger,21,3,0.0374,2.919,270.6635187,0.811990556
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Labridae,Picker,hem.melt,Hemigymnus melapterus,28,1,0.0242,2.923,411.0155866,0.411015587
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Chaetodontidae,Grazer,cha.klei,Chaetodon kleinii,8,3,0.045,2.814,15.649762,0.046949286
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Chaetodontidae,Grazer,cha.klei,Chaetodon kleinii,10,3,0.045,2.814,29.32327773,0.087969833
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Chaetodontidae,Grazer,cha.raff,Chaetodon rafflesii,12,2,0.045,2.814,48.98110068,0.097962201
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Chaetodontidae,Grazer,cha.baro,Chaetodon baronessa,14,2,0.045,2.814,75.58172615,0.151163452
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Scaridae,Grazer,chs.micr,Chlorurus microrhinos,25,1,0.0182,3.03,313.2056691,0.313205669
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Scaridae,Grazer,chs.sord,Chlorurus sordidus,27,1,0.0243,2.969,431.8424085,0.431842408
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Scaridae,Grazer,chs.sord,Chlorurus sordidus,28,1,0.0243,2.969,481.081292,0.481081292
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Scaridae,Grazer,chs.sord,Chlorurus sordidus,20,1,0.0243,2.969,177.159453,0.177159453
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Scaridae,Grazer,sca.psit,Scarus psittacus,16,8,0.0105,3.319,104.1510185,0.833208148
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Scaridae,Grazer,sca.psit,Scarus psittacus,22,1,0.0105,3.319,299.7023696,0.29970237
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Scaridae,Grazer,sca.psit,Scarus psittacus,12,1,0.0105,3.319,40.08591993,0.04008592
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Scaridae,Grazer,sca.nigr,Scarus niger,26,1,0.0134,3.16,396.6619823,0.396661982
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Scaridae,Grazer,sca.nigr,Scarus niger,30,1,0.0134,3.16,623.4590928,0.623459093
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Scaridae,Grazer,sca.tric,Scarus tricolor,24,1,0.0234,2.956,281.2679759,0.281267976
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Scaridae,Grazer,sca.tric,Scarus tricolor,27,1,0.0234,2.956,398.4071687,0.398407169
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Scaridae,Grazer,sca.tric,Scarus tricolor,20,1,0.0234,2.956,164.0818427,0.164081843
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Scaridae,Grazer,sca.rubr,Scarus rubroviolaceus,33,1,0.0234,2.956,721.0129477,0.721012948
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Acanthuridae,Grazer,nas.unic,Naso unicornis,28,1,0.0179,3.035,441.5477297,0.44154773
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Acanthuridae,Grazer,cte.stri,Ctenochaetus striatus,22,17,0.0231,3.063,298.849581,5.080442877
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Acanthuridae,Grazer,cte.stri,Ctenochaetus striatus,16,16,0.0231,3.063,112.676017,1.802816272
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Acanthuridae,Grazer,cte.stri,Ctenochaetus striatus,18,1,0.0231,3.063,161.626163,0.161626163
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Acanthuridae,Grazer,cte.stri,Ctenochaetus striatus,15,1,0.0231,3.063,92.465454,0.092465454
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Acanthuridae,Grazer,zeb.scop,Zebrasoma scopas,14,2,0.0291,2.993,78.38883314,0.156777666
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Acanthuridae,Grazer,aca.line,Acanthurus lineatus,25,4,0.028,2.983,414.2028447,1.656811379
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Acanthuridae,Grazer,aca.nuda,Acanthurus nigrofuscus,28,1,0.0168,3.168,645.5143854,0.645514385
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Acanthuridae,Grazer,aca.mata,Acanthurus mata,25,8,0.0222,3.008,355.9233829,2.847387063
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Acanthuridae,Grazer,aca.pyro,Acanthurus pyroferus,20,6,0.028,2.983,212.8778662,1.277267197
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Acanthuridae,Grazer,aca.pyro,Acanthurus pyroferus,22,3,0.028,2.983,282.8817228,0.848645168
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Acanthuridae,Grazer,nas.litu,Naso lituratus,22,1,0.0085,3.25,196.0165036,0.196016504
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Acanthuridae,Grazer,nas.litu,Naso lituratus,20,1,0.0085,3.25,143.8024918,0.143802492
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Acanthuridae,Grazer,nas.litu,Naso lituratus,25,1,0.0085,3.25,296.9777783,0.296977778
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Acanthuridae,Grazer,nas.litu,Naso lituratus,28,1,0.0085,3.25,429.2225473,0.429222547
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Acanthuridae,Grazer,nas.litu,Naso lituratus,18,1,0.0085,3.25,102.1067769,0.102106777
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Acanthuridae,Grazer,nas.vlam,Naso vlamingii,38,1,0.0085,3.25,1158.018812,1.158018812
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Acanthuridae,Grazer,nas.vlam,Naso vlamingii,40,1,0.0085,3.25,1368.087571,1.368087571
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Acanthuridae,Grazer,nas.vlam,Naso vlamingii,21,1,0.0085,3.25,168.5123106,0.168512311
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,2,5,Acanthuridae,Grazer,nas.vlam,Naso vlamingii,28,1,0.0085,3.25,429.2225473,0.429222547
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Lutjanidae,Piscivore,lut.boha,Lutjanus bohar,25,1,0.0156,3.059,294.7291454,0.294729145
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Lutjanidae,Piscivore,lut.boha,Lutjanus bohar,30,1,0.0156,3.059,514.7999743,0.514799974
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Serranidae,Piscivore,cep.urod,Cephalopholis urodeta,16,1,0.0282,2.818,69.73635109,0.069736351
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Serranidae,Piscivore,cep.urod,Cephalopholis urodeta,18,1,0.0282,2.818,97.18674295,0.097186743
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Serranidae,Piscivore,cep.urod,Cephalopholis urodeta,20,1,0.0282,2.818,130.7831026,0.130783103
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Lethrinidae,Planktivore,mon.gran,Monotaxis grandoculis,26,1,0.023,3.022,434.2874642,0.434287464
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Balistidae,Planktivore,mel.nige,Melichthys niger,20,26,0.0374,2.919,234.7351675,6.103114356
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Balistidae,Planktivore,mel.nige,Melichthys niger,22,25,0.0374,2.919,310.0297767,7.750744418
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Lutjanidae,Planktivore,mcr.macu,Macolor macularis,33,1,0.0156,3.059,689.0626983,0.689062698
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Lutjanidae,Planktivore,mcr.macu,Macolor macularis,35,1,0.0156,3.059,824.9521258,0.824952126
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Lutjanidae,Planktivore,mcr.macu,Macolor macularis,28,1,0.0156,3.059,416.8511618,0.416851162
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Chaetodontidae,Grazer,cha.klei,Chaetodon kleinii,9,3,0.045,2.814,21.799721,0.065399163
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Chaetodontidae,Grazer,cha.klei,Chaetodon kleinii,8,3,0.045,2.814,15.649762,0.046949286
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Scaridae,Grazer,chs.micr,Chlorurus microrhinos,35,1,0.0182,3.03,868.1555828,0.868155583
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Scaridae,Grazer,chl.sord,Chlorurus sordidus,32,1,0.0243,2.969,715.1490388,0.715149039
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Scaridae,Grazer,sca.rubr,Scarus rubroviolaceus,40,1,0.0234,2.956,1273.225101,1.273225101
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Scaridae,Grazer,sca.rubr,Scarus rubroviolaceus,35,1,0.0234,2.956,857.9875708,0.857987571
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Scaridae,Grazer,sca.rubr,Scarus rubroviolaceus,36,1,0.0234,2.956,932.4940077,0.932494008
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Acanthuridae,Grazer,nas.unic,Naso unicornis,26,1,0.0179,3.035,352.6120439,0.352612044
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Acanthuridae,Grubber,cte.stri,Ctenochaetus striatus,15,22,0.0231,3.063,92.465454,2.034239988
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Acanthuridae,Grubber,cte.stri,Ctenochaetus striatus,18,4,0.0231,3.063,161.626163,0.646504652
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Acanthuridae,Grubber,zeb.scop,Zebrasoma scopas,12,3,0.0291,2.993,49.41769201,0.148253076
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Balistidae,Picker,blp.undu,Balistapus undulatus,20,1,0.0374,2.919,234.7351675,0.234735168
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Balistidae,Picker,blp.undu,Balistapus undulatus,18,1,0.0374,2.919,172.5885757,0.172588576
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Acanthuridae,Grazer,aca.line,Acanthurus lineatus,25,6,0.028,2.983,414.2028447,2.485217068
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Acanthuridae,Grazer,aca.nuda,Acanthurus nigrofuscus,25,3,0.0168,3.168,450.7992961,1.352397888
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Acanthuridae,Planktivore,aca.mata,Acanthurus mata,25,1,0.0222,3.008,355.9233829,0.355923383
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Acanthuridae,Planktivore,aca.mata,Acanthurus mata,28,1,0.0222,3.008,500.5002892,0.500500289
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Acanthuridae,Planktivore,aca.mata,Acanthurus mata,26,1,0.0222,3.008,400.4910408,0.400491041
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Acanthuridae,Grazer,nas.litu,Naso lituratus,30,8,0.0085,3.25,537.1097098,4.296877678
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Acanthuridae,Grazer,nas.litu,Naso lituratus,30,3,0.0085,3.25,537.1097098,1.611329129
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Acanthuridae,Grazer,nas.litu,Naso lituratus,24,1,0.0085,3.25,260.0791046,0.260079105
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Acanthuridae,Grazer,nas.litu,Naso lituratus,25,1,0.0085,3.25,296.9777783,0.296977778
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Acanthuridae,Grazer,aca.pyro,Acanthurus pyroferus,16,8,0.028,2.983,109.4077129,0.875261703
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Acanthuridae,Planktivore,nas.vlam,Naso vlamingii,22,10,0.0085,3.25,196.0165036,1.960165036
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,3,5,Acanthuridae,Planktivore,nas.vlam,Naso vlamingii,25,11,0.0085,3.25,296.9777783,3.266755561
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Lutjanidae,Piscivore,lut.decu,Lutjanus decussatus,30,1,0.0151,3.057,494.9218447,0.494921845
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Lutjanidae,Piscivore,lut.decu,Lutjanus decussatus,28,1,0.0151,3.057,400.8104621,0.400810462
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Lutjanidae,Piscivore,lut.boha,Lutjanus bohar,30,6,0.0156,3.059,514.7999743,3.088799846
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Lutjanidae,Piscivore,lut.boha,Lutjanus bohar,35,1,0.0156,3.059,824.9521258,0.824952126
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Lutjanidae,Piscivore,lut.boha,Lutjanus bohar,40,1,0.0156,3.059,1241.155259,1.241155259
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Lutjanidae,Piscivore,lut.boha,Lutjanus bohar,38,1,0.0156,3.059,1060.91996,1.06091996
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Serranidae,Piscivore,epi.fasc,Epinephelus fasciatus,33,1,0.0138,3.041,572.3741052,0.572374105
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Serranidae,Piscivore,epi.fasc,Epinephelus fasciatus,35,1,0.0138,3.041,684.526096,0.684526096
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Serranidae,Piscivore,cep.argu,Cephalopholis argus,35,1,0.0093,3.181,758.8630336,0.758863034
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Lethrinidae,Planktivore,mon.gran,Monotaxis grandoculis,30,1,0.023,3.022,669.2498273,0.669249827
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Lethrinidae,Planktivore,mon.gran,Monotaxis grandoculis,28,3,0.023,3.022,543.2996268,1.62989888
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Balistidae,Planktivore,mel.nige,Melichthys niger,24,26,0.0374,2.919,399.6761348,10.39157951
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Balistidae,Planktivore,mel.nige,Melichthys niger,22,20,0.0374,2.919,310.0297767,6.200595534
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Lutjanidae,Planktivore,mcr.macu,Macolor macularis,30,1,0.0156,3.059,514.7999743,0.514799974
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Lutjanidae,Planktivore,mcr.macu,Macolor macularis,33,1,0.0156,3.059,689.0626983,0.689062698
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Lutjanidae,Planktivore,mcr.macu,Macolor macularis,35,1,0.0156,3.059,824.9521258,0.824952126
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Lutjanidae,Piscivore,aph.furc,Aphareus furca,32,1,0.0258,2.947,703.552794,0.703552794
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Lutjanidae,Piscivore,aph.furc,Aphareus furca,28,1,0.0258,2.947,474.6728854,0.474672885
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Acanthuridae,Planktivore,nas.hexa,Naso hexacanthus,35,3,0.0202,2.956,740.6559372,2.221967812
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Acanthuridae,Planktivore,nas.hexa,Naso hexacanthus,30,1,0.0202,2.956,469.5931989,0.469593199
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Scaridae,Grazer,sca.pras,Scarus prasiognathos,35,1,0.0184,3.029,874.5807808,0.874580781
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Chaetodontidae,Grazer,cha.auri,Chaetodon auriga,18,1,0.0404,2.829,143.7299525,0.143729952
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Chaetodontidae,Grazer,cha.klei,Chaetodon kleinii,10,3,0.045,2.814,29.32327773,0.087969833
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Chaetodontidae,Grazer,cha.spec,Chaetodon speculum,15,1,0.045,2.814,91.77688575,0.091776886
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Chaetodontidae,Grazer,cha.vaga,Chaetodon vagabundus,15,1,0.0278,2.973,87.20956276,0.087209563
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Chaetodontidae,Grazer,cha.vaga,Chaetodon vagabundus,14,1,0.0278,2.973,71.03680924,0.071036809
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Scaridae,Grazer,chs.micr,Chlorurus microrhinos,45,1,0.0182,3.03,1859.110932,1.859110932
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Scaridae,Grazer,sca.rubr,Scarus rubroviolaceus,45,1,0.0234,2.956,1803.48298,1.80348298
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Scaridae,Grazer,sca.rubr,Scarus rubroviolaceus,30,1,0.0234,2.956,543.9842007,0.543984201
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Scaridae,Grazer,sca.rubr,Scarus rubroviolaceus,25,1,0.0234,2.956,317.3412463,0.317341246
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Acanthuridae,Grubber,cte.stri,Ctenochaetus striatus,12,10,0.0231,3.063,46.6814284,0.466814284
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Acanthuridae,Grubber,cte.stri,Ctenochaetus striatus,15,18,0.0231,3.063,92.465454,1.664378172
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Acanthuridae,Grubber,cte.stri,Ctenochaetus striatus,18,4,0.0231,3.063,161.626163,0.646504652
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Balistidae,Grazer,blp.undu,Balistapus undulatus,20,1,0.0374,2.919,234.7351675,0.234735168
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Acanthuridae,Grazer,aca.line,Acanthurus lineatus,25,24,0.028,2.983,414.2028447,9.940868272
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Acanthuridae,Planktivore,aca.mata,Acanthurus mata,28,6,0.0251,3.032,612.9949158,3.677969495
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Acanthuridae,Planktivore,nas.vlam,Naso vlamingii,45,1,0.0085,3.25,2006.132416,2.006132416
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Acanthuridae,Planktivore,nas.vlam,Naso vlamingii,35,10,0.0085,3.25,886.4210685,8.864210685
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Acanthuridae,Planktivore,nas.vlam,Naso vlamingii,28,10,0.0085,3.25,429.2225473,4.292225473
Adara,Site 1,2016-12-03 00:00:00 UTC,2016,1130,5-10m,4,5,Acanthuridae,Planktivore,nas.vlam,Naso vlamingii,30,6,0.0085,3.25,537.1097098,3.222658259
